URL,Status Code,Response Time (s),Status,Performance Score,Timestamp
https://google.com,200.0,0.982,UP,101.83,2026-04-08 08:17:54
https://github.com,200.0,0.212,UP,471.7,2026-04-08 08:17:54
https://gigatron.rs,200.0,0.094,UP,1063.83,2026-04-08 08:17:54
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 08:17:54
https://google.com,200.0,0.603,UP,165.84,2026-04-08 08:35:46
https://github.com,200.0,0.249,UP,401.61,2026-04-08 08:35:46
https://gigatron.rs,200.0,0.085,UP,1176.47,2026-04-08 08:35:46
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 08:35:46
https://google.com,200.0,0.841,UP,118.91,2026-04-08 08:51:15
https://github.com,200.0,0.225,UP,444.44,2026-04-08 08:51:15
https://gigatron.rs,200.0,0.093,UP,1075.27,2026-04-08 08:51:15
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 08:51:15
https://google.com,200.0,1.327,UP,75.36,2026-04-08 09:07:04
https://github.com,200.0,0.223,UP,448.43,2026-04-08 09:07:04
https://gigatron.rs,200.0,0.117,UP,854.7,2026-04-08 09:07:04
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 09:07:04
https://google.com,200.0,1.059,UP,94.43,2026-04-08 09:24:43
https://github.com,200.0,0.227,UP,440.53,2026-04-08 09:24:43
https://gigatron.rs,200.0,0.105,UP,952.38,2026-04-08 09:24:43
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 09:24:43
https://google.com,200.0,1.107,UP,90.33,2026-04-08 09:42:24
https://github.com,200.0,0.228,UP,438.6,2026-04-08 09:42:24
https://gigatron.rs,200.0,0.082,UP,1219.51,2026-04-08 09:42:24
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 09:42:24
https://google.com,200.0,1.371,UP,72.94,2026-04-08 09:59:09
https://github.com,200.0,0.218,UP,458.72,2026-04-08 09:59:09
https://gigatron.rs,200.0,0.091,UP,1098.9,2026-04-08 09:59:09
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 09:59:09
https://google.com,200.0,0.83,UP,120.48,2026-04-08 10:14:15
https://github.com,200.0,0.223,UP,448.43,2026-04-08 10:14:15
https://gigatron.rs,200.0,0.084,UP,1190.48,2026-04-08 10:14:15
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 10:14:15
https://google.com,200.0,0.867,UP,115.34,2026-04-08 10:30:10
https://github.com,200.0,0.233,UP,429.18,2026-04-08 10:30:10
https://gigatron.rs,200.0,0.086,UP,1162.79,2026-04-08 10:30:10
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 10:30:10
https://google.com,200.0,1.555,UP,64.31,2026-04-08 10:45:15
https://github.com,200.0,0.223,UP,448.43,2026-04-08 10:45:15
https://gigatron.rs,200.0,0.089,UP,1123.6,2026-04-08 10:45:15
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 10:45:15
https://google.com,200.0,1.246,UP,80.26,2026-04-08 11:01:36
https://github.com,200.0,0.225,UP,444.44,2026-04-08 11:01:36
https://gigatron.rs,200.0,0.107,UP,934.58,2026-04-08 11:01:36
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 11:01:36
https://google.com,200.0,1.026,UP,97.47,2026-04-08 11:18:45
https://github.com,200.0,0.24,UP,416.67,2026-04-08 11:18:45
https://gigatron.rs,200.0,0.094,UP,1063.83,2026-04-08 11:18:45
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 11:18:45
https://google.com,200.0,2.983,UP,33.52,2026-04-08 11:50:10
https://github.com,,,DOWN (Timeout),0.0,2026-04-08 11:50:10
https://gigatron.rs,200.0,0.106,UP,943.4,2026-04-08 11:50:10
https://sajdksajd.com,,,DOWN (Error),0.0,2026-04-08 11:50:10
https://google.com,200.0,1.039,UP,96.25,2026-04-08 12:05:37
https://github.com,200.0,0.221,UP,452.49,2026-04-08 12:05:37
https://gigatron.rs,200.0,0.098,UP,1020.41,2026-04-08 12:05:37
